,rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
870,1164,3600,2,1,700,2,6,86,0,0,1,0,0,0,0,0,Midtown East,Manhattan
871,2933,2095,0,1,475,3,6,91,0,0,0,0,0,0,0,0,Flatiron,Manhattan
872,3863,7650,2,2,1235,4,20,11,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
873,4492,2790,0,1,421,5,5,17,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
874,3368,3295,1,1,628,6,31,37,0,1,1,1,1,1,1,1,Midtown East,Manhattan
875,9890,3000,3,2,620,11,1,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
876,1305,8900,2,2,1100,4,35,33,0,0,0,1,0,0,1,0,Midtown,Manhattan
877,8839,2960,0,1,537,1,7,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
878,6505,4400,1,1,692,2,8,29,0,1,1,1,1,1,0,1,Tribeca,Manhattan
879,4244,2995,0,1,500,1,11,29,0,0,0,0,0,0,0,0,Tribeca,Manhattan
880,7054,1950,1,1,596,5,3,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
881,5772,3850,1,1,675,5,3,61,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
882,131,4000,3,1,1000,5,5,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
883,277,5819,2,1,1121,2,19,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
884,6421,4100,1,1,944,8,13,69,1,0,0,1,1,0,0,0,Stuyvesant Town/PCV,Manhattan
885,10703,4195,4,2,1300,4,2,91,0,0,0,0,1,0,1,1,Upper West Side,Manhattan
886,10302,4200,1,1,535,0,7,4,0,0,0,0,0,0,0,0,East Village,Manhattan
887,299,3825,1,1,764,7,5,39,1,0,0,0,0,1,0,0,Midtown East,Manhattan
888,1822,5250,1,1,1158,1,8,180,0,0,0,0,1,0,0,0,Financial District,Manhattan
889,2996,3400,2,1,800,6,3,106,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
890,430,2723,0,1,457,4,22,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
891,1176,3800,2,1,817,1,7,8,0,0,0,0,0,0,0,0,Chinatown,Manhattan
892,10117,15000,2,2,2000,4,4,13,0,1,0,0,0,1,0,0,Tribeca,Manhattan
893,1598,3800,1,1,700,13,5,9,0,0,0,0,1,1,0,0,Midtown West,Manhattan
894,8826,3342,1,1,648,14,18,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
895,505,7880,3,2,1500,4,16,35,1,1,0,1,1,0,0,1,Midtown East,Manhattan
896,7851,4965,1,1,812,5,32,44,1,0,0,0,0,0,0,0,Midtown East,Manhattan
897,239,16000,4,4,2110,8,16,29,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
898,5675,1600,0,1,550,5,1,11,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
899,11246,3187,2,1,650,2,18,29,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
900,5001,2750,1,1,550,8,1,96,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
901,1843,5958,2,2,1300,1,21,51,1,0,0,1,1,0,0,0,Midtown West,Manhattan
902,6947,4100,2,2,940,2,3,12,0,1,0,0,1,0,0,1,Chinatown,Manhattan
903,4428,3600,2,1,710,6,34,37,0,0,1,0,1,1,0,0,Midtown East,Manhattan
904,10894,3700,1,1,600,5,9,37,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
905,8645,2700,0,1,550,5,16,59,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
906,1244,4000,3,1,700,5,10,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
907,8877,3300,1,1,650,10,5,18,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
908,2717,2350,1,1,771,5,16,58,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
909,6151,3795,2,1,750,2,11,116,0,0,0,0,1,0,0,0,Financial District,Manhattan
910,10080,7500,3,2,1300,3,16,27,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
911,90,5771,2,2,1018,9,10,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
912,8519,4600,1,1,960,5,22,9,0,1,1,1,1,0,0,0,Midtown,Manhattan
913,7922,3400,1,1,850,3,7,87,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
914,1110,3715,1,1,591,6,11,113,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
915,944,2750,0,1,595,1,8,76,0,0,1,0,1,1,0,1,Financial District,Manhattan
916,10053,1600,1,1,450,3,3,116,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
917,7819,6500,2,2,1188,2,64,29,0,1,0,1,1,0,0,1,Midtown,Manhattan
918,3820,1500,0,1,450,2,3,106,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
919,2769,2795,1,1,700,9,13,42,0,0,1,0,1,0,0,0,Upper East Side,Manhattan
920,1662,3211,1,1,775,2,17,53,1,0,0,1,0,0,0,0,Midtown,Manhattan
921,6710,6900,2,2,1196,10,4,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
922,9647,2450,2,1,870,3,5,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
923,7425,4400,1,1,750,2,2,30,0,0,0,0,1,0,0,0,Flatiron,Manhattan
924,9744,3895,1,1,650,8,27,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
925,1888,5260,2,2,1139,3,5,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
926,2339,7500,2,2,1214,3,15,88,0,0,0,1,0,1,0,0,Upper East Side,Manhattan
927,5174,5495,1,1,1000,2,7,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
928,2784,2595,1,1,600,2,4,116,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
929,3073,5500,1,1,1000,2,4,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
930,7594,5000,1,1,550,2,18,89,1,0,0,0,0,1,0,0,Midtown,Manhattan
931,6367,4150,1,1,640,3,14,9,1,0,1,0,1,1,0,0,Upper East Side,Manhattan
932,7285,3100,1,1,575,2,5,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
933,4421,3995,1,1,589,4,11,7,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
934,35,3875,1,1,653,4,14,18,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
935,6517,7000,2,1,1350,3,6,108,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
936,2212,3775,1,1,609,12,12,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
937,8710,10500,3,2,3000,2,7,86,0,0,0,0,0,0,0,0,East Village,Manhattan
938,5393,12000,3,2,1982,4,20,10,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
939,10701,2750,0,1,546,4,6,52,1,0,0,0,0,0,0,0,Midtown East,Manhattan
940,8551,6800,1,2,1233,3,6,52,1,1,1,1,1,0,0,1,Tribeca,Manhattan
941,3578,3700,2,1,900,1,4,87,0,0,0,0,0,0,0,0,Financial District,Manhattan
942,7688,3167,0,1,675,4,2,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
943,8629,3775,1,1,632,2,30,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
944,8897,3495,2,1,631,3,1,102,0,1,0,1,1,0,0,0,Upper West Side,Manhattan
945,2224,2900,2,2,1200,3,3,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
946,4625,3805,1,1,698,6,3,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
947,10293,5950,1,1,988,5,33,9,1,0,0,0,0,0,0,0,Midtown,Manhattan
948,4201,8500,3,2,2000,4,18,56,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
949,6261,6806,2,2,1082,2,28,16,1,1,0,1,1,1,0,1,Flatiron,Manhattan
950,5394,3195,1,1,800,4,6,56,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
951,7892,10600,3,3,1749,6,23,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
952,6254,3300,0,1,500,3,2,86,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
953,10090,2950,0,1,585,2,17,34,1,0,0,0,1,1,0,0,Financial District,Manhattan
954,1745,2995,1,1,670,8,10,28,0,0,0,1,1,1,0,1,Midtown West,Manhattan
955,10494,5300,1,1,960,2,7,106,0,0,0,1,0,0,1,0,Chelsea,Manhattan
956,2197,4400,2,2,927,12,31,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
957,9854,3100,0,1,602,9,8,15,0,0,1,1,1,0,0,1,Midtown East,Manhattan
958,4023,3990,1,2,1000,8,24,18,1,1,0,1,1,0,0,0,Upper East Side,Manhattan
959,9411,2499,0,1,367,2,11,112,0,0,0,0,1,0,0,0,Financial District,Manhattan
960,1438,4695,2,1,900,4,3,51,0,0,0,0,0,0,0,0,Flatiron,Manhattan
961,1654,7100,2,2,1900,3,4,116,0,0,0,0,0,0,0,0,Soho,Manhattan
962,789,5600,2,2,850,1,21,31,0,0,0,0,0,0,0,0,Flatiron,Manhattan
963,1838,2400,0,1,550,7,1,85,0,0,0,0,1,0,0,0,Midtown East,Manhattan
964,8219,4195,1,1,885,6,14,60,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
965,1012,5450,2,2,1070,13,32,9,1,1,1,1,1,0,0,1,Midtown West,Manhattan
966,10785,3300,0,1,538,3,7,11,0,1,0,1,1,0,0,1,Tribeca,Manhattan
967,9463,3405,1,1,591,6,14,14,1,0,0,0,0,0,0,0,Midtown West,Manhattan
968,1537,12000,2,2,2027,1,3,156,0,0,0,1,1,1,0,1,Greenwich Village,Manhattan
969,661,5800,2,2,1200,8,25,32,0,0,1,1,1,1,1,1,Midtown East,Manhattan
970,858,7995,1,1,990,2,12,53,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
971,6790,1700,0,1,350,9,1,96,0,0,1,0,0,1,0,0,Upper East Side,Manhattan
972,1714,3900,0,1,698,2,21,8,0,0,0,1,1,0,0,0,Financial District,Manhattan
973,5998,2595,1,1,800,3,2,93,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
974,9401,3465,1,1,804,14,3,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
975,1852,2550,2.5,1,1000,6,4,115,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
976,2144,3500,1,1,600,2,32,28,0,0,0,1,1,0,0,1,Midtown West,Manhattan
977,2965,6300,2,2,1207,2,47,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
978,5168,4500,0,1,850,1,3,13,0,1,0,1,1,0,0,1,Soho,Manhattan
979,5741,3395,0,1,474,4,15,11,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
980,5316,14000,2,2,1814,3,5,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
981,859,6900,2,2,1800,10,43,41,0,1,1,0,1,1,0,0,Midtown East,Manhattan
982,10506,3505,1,1,754,5,4,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
983,11329,2975,0,1,587,3,3,52,1,1,0,0,0,1,0,0,Tribeca,Manhattan
984,9805,2100,2,1,500,11,3,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
985,4410,9000,2,2,1578,2,10,10,0,0,0,0,0,1,1,0,Midtown East,Manhattan
986,710,8500,2,2,1459,3,4,1,0,0,0,0,0,0,0,0,Chelsea,Manhattan
987,8565,5995,1,2,970,2,2,124,1,0,0,0,0,0,0,0,West Village,Manhattan
988,6301,3700,1,1,655,5,8,29,0,0,0,0,1,0,1,1,Upper West Side,Manhattan
989,8912,6000,1,1,945,5,7,84,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
990,2256,16000,3,3,2195,5,19,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
991,7257,2050,1,1,900,3,2,106,0,0,0,1,0,0,0,0,Central Harlem,Manhattan
992,8566,3150,1,1,575,2,11,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
993,9062,5018,1,1,737,1,3,6,1,0,0,0,0,1,0,0,East Village,Manhattan
994,1809,5900,1,1,811,6,31,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
995,5668,3025,0,1,515,6,10,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
996,10358,3600,3,1,1050,3,4,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
997,5505,4585,1,1,900,3,5,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
998,1,3500,1,1,850,3,18,54,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
999,4068,2500,0,1,400,2,2,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
1000,1449,3500,1,1,710,6,10,37,0,0,1,0,0,0,0,0,Midtown East,Manhattan
1001,3613,2950,1,1,700,5,2,6,0,0,1,0,0,1,0,0,Midtown West,Manhattan
1002,9625,6200,2,2,1002,1,19,14,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1003,4414,7700,2,2,1546,10,43,27,0,0,0,1,1,0,0,1,Midtown East,Manhattan
1004,2481,6000,2,2,1280,3,11,29,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
1005,3519,2300,1,1,500,9,2,116,0,0,0,0,0,0,0,0,East Village,Manhattan
1006,5366,5200,2,1,823,5,4,3,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1007,3018,10950,3,3,1749,6,24,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1008,2435,7243,2,2,1231,2,18,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1009,8518,3100,2,1,700,6,4,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1010,3632,2450,2,1,900,9,2,96,0,0,1,1,1,1,0,1,Upper East Side,Manhattan
1011,6005,3500,1,1,600,2,81,114,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1012,1556,5600,1,1,800,5,4,86,0,0,0,1,1,0,0,0,West Village,Manhattan
1013,4700,3000,1,0,526,4,4,45,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1014,10922,2250,0,1,400,5,2,54,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1015,4010,3853,0,1,464,2,30,13,1,0,0,0,0,0,1,0,Flatiron,Manhattan
1016,1000,5250,1,1,850,4,11,93,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1017,8801,2925,1,1,650,5,6,31,1,0,1,0,0,1,0,0,Battery Park City,Manhattan
1018,893,3500,1,1,700,13,23,9,1,0,0,1,1,0,0,0,Midtown West,Manhattan
1019,2260,3900,1,1,719,3,23,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
1020,2520,2700,0,1,466,5,7,10,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
1021,8298,2299,1,1,700,3,3,86,0,0,1,1,1,0,1,0,Midtown East,Manhattan
1022,3963,3495,1,1,708,14,11,30,1,0,0,1,1,0,0,1,Upper East Side,Manhattan
1023,6555,5995,3,2,1417,4,9,6,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
1024,3176,20000,2,2,2200,2,2,5,0,1,1,1,1,0,0,1,Tribeca,Manhattan
1025,681,5200,1,1,691,3,29,7,0,0,1,1,1,1,0,1,Midtown,Manhattan
1026,3807,6000,1,1,802,2,48,6,0,1,0,0,0,0,0,0,Financial District,Manhattan
1027,10093,1899,0,1,350,7,2,96,0,0,0,0,0,0,0,0,East Village,Manhattan
1028,2225,3575,1,1,735,4,5,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
1029,9311,2495,2,1,800,4,2,116,0,0,0,0,0,0,0,0,East Harlem,Manhattan
1030,568,6400,2,2,1024,10,2,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1031,8334,3395,1,1,700,12,33,27,0,1,0,1,1,0,0,1,Midtown East,Manhattan
1032,6466,3500,0,1,550,2,7,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
1033,11192,11600,2,3,1665,3,10,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1034,10220,7300,2,2,1167,1,2,3,0,0,0,0,0,0,0,0,East Village,Manhattan
1035,6135,3325,1,1,607,3,9,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1036,4338,3995,1,1,602,6,2,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
1037,9368,3000,1,1,650,11,7,50,0,1,1,1,1,1,0,1,Midtown East,Manhattan
1038,2871,3050,0,1,484,6,7,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
1039,3997,3392,1,1,769,2,6,47,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1040,8842,4865,1,1,697,2,19,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1041,11335,5890,1,1,752,3,28,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1042,2492,3555,1,1,600,2,5,99,1,1,0,1,1,0,1,1,Upper West Side,Manhattan
1043,3308,7800,4,2,1900,5,9,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1044,5197,3645,1,1,811,14,1,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1045,1336,10500,3,3,2100,6,12,33,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1046,2488,3200,0,1,462,2,5,28,0,0,1,1,1,1,0,1,Midtown West,Manhattan
1047,2338,8350,3,3,1436,4,12,27,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
1048,2888,2350,0,1,367,2,2,112,0,0,0,1,1,0,0,0,Financial District,Manhattan
1049,5589,8800,2,2,1612,9,17,15,0,0,1,1,1,1,0,0,Midtown East,Manhattan
1050,10438,3543,0,1,523,1,12,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1051,511,17500,3,3,3016,7,39,34,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1052,10497,4200,0,1,567,12,6,7,0,0,1,1,1,0,1,1,Chelsea,Manhattan
1053,1539,3995,1,1,938,1,6,180,0,0,0,0,0,0,0,0,Financial District,Manhattan
1054,11215,8500,2,2,1807,1,23,88,1,1,0,1,1,0,0,1,Financial District,Manhattan
1055,7232,10500,2,2,1460,2,9,75,0,1,0,1,1,1,0,1,Central Park South,Manhattan
1056,2491,4000,1,1,764,7,12,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1057,4643,2750,1,1,800,3,4,75,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1058,1406,10500,3,3,1500,4,25,20,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
1059,1929,3750,1,1,817,5,32,13,0,0,0,1,1,1,0,0,Midtown South,Manhattan
1060,437,4950,3,1,850,6,3,86,0,0,0,0,0,0,0,0,Midtown South,Manhattan
1061,6778,4968,2,2,948,14,21,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1062,1139,4000,1,1,874,7,9,12,0,1,0,1,1,1,1,1,Upper West Side,Manhattan
1063,2913,2100,0,1,350,7,4,116,0,0,0,0,0,0,0,0,East Village,Manhattan
1064,8759,2495,0,1,400,1,33,37,1,0,0,0,0,0,0,0,Midtown,Manhattan
1065,7180,4100,3,1,1100,3,6,52,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1066,10790,6750,2,2,1589,9,10,15,0,0,0,0,0,1,0,0,Midtown East,Manhattan
1067,9492,2600,0,1,441,7,8,60,0,0,1,1,0,0,0,0,Midtown East,Manhattan
1068,6565,9850,3,3,2100,2,17,87,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1069,7864,4100,1,1,690,5,9,1,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1070,634,5795,1,1,626,3,8,2,1,0,0,0,0,0,0,0,East Village,Manhattan
1071,732,7000,3,2,1500,9,11,30,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
1072,5488,7600,2,2,1325,2,42,8,1,1,1,1,1,0,0,1,Financial District,Manhattan
1073,1542,11900,3,2,2305,1,37,102,0,0,1,0,0,0,0,0,Financial District,Manhattan
1074,7599,3181,0,1,581,3,16,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
1075,7739,8000,2,2,1250,2,15,13,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1076,8692,20000,4,4,2160,1,18,9,0,0,1,0,1,0,0,0,Upper East Side,Manhattan
1077,7924,3650,0,1,520,2,8,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1078,4874,6000,4,2,1700,6,5,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1079,9937,4450,1,1,985,5,10,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1080,4958,2295,2,1,700,7,6,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
1081,3275,4055,1,1,818,4,7,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1082,6475,3795,2,1,900,2,8,102,1,0,0,0,0,0,0,0,Midtown South,Manhattan
1083,7028,3750,1,1,500,4,4,156,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1084,6468,4000,0,1,500,1,8,76,0,0,1,0,0,1,0,0,Central Park South,Manhattan
1085,9269,3900,1,1,640,4,8,7,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1086,2287,6000,1,1,962,2,9,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1087,4919,2595,1,1,500,3,4,106,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
1088,5794,12750,2,2,1736,3,4,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
1089,9717,3350,0,1,585,2,6,85,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1090,6736,2650,0,1,500,2,10,13,1,0,0,0,0,0,0,0,Financial District,Manhattan
1091,9170,3000,0,1,525,3,11,9,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
1092,999,4500,1,1,700,7,27,34,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1093,5600,3500,1,1,650,2,29,29,0,1,0,1,1,0,1,1,Midtown,Manhattan
1094,1887,9995,4,3,1900,2,4,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1095,2162,12999,2,2,1990,13,4,9,0,0,0,0,0,1,0,0,Chelsea,Manhattan
1096,1855,3100,1,1,654,4,18,42,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1097,3812,4200,4,2,1400,2,2,106,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
1098,3163,14000,3,3,1959,10,38,17,0,1,0,0,1,1,0,0,Upper East Side,Manhattan
1099,8821,14000,2,2,1543,4,7,9,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
1100,8211,2999,0,1,560,4,9,9,0,0,0,1,0,0,0,0,Midtown East,Manhattan
1101,2048,19950,2,2,2750,5,10,11,0,0,0,0,1,0,0,1,West Village,Manhattan
1102,10740,4850,1,1,706,4,8,9,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1103,9301,5800,1,1,811,6,29,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
1104,9730,2195,1,1,500,6,2,106,0,1,1,1,1,1,1,1,Lower East Side,Manhattan
1105,9986,3060,0,1,515,6,9,14,1,1,0,0,1,0,0,0,Upper West Side,Manhattan
1106,2137,2125,1,1,475,2,1,115,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
1107,8248,1750,0,1,600,10,2,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1108,4706,4200,0,1,625,2,4,106,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1109,1161,3600,3,1,800,1,6,96,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
1110,4175,6900,2,2,1300,1,23,88,0,0,0,1,1,1,0,1,Financial District,Manhattan
1111,3986,6000,2,1,1100,8,11,35,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1112,9131,3195,1,1,700,3,1,41,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1113,6684,3690,1,1,802,7,15,33,1,0,0,1,0,0,0,0,Battery Park City,Manhattan
1114,9984,2775,0,1,342,2,15,89,1,0,0,0,1,1,1,0,Upper West Side,Manhattan
1115,10739,4395,1,1,692,4,14,19,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1116,6362,6815,2,2,1100,14,30,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1117,4254,2150,0,1,450,3,1,106,0,0,1,0,0,0,0,0,Upper West Side,Manhattan
1118,6711,3800,1,1,718,10,16,9,0,1,0,1,1,0,0,1,Gramercy Park,Manhattan
1119,7681,3000,1,1,667,4,1,88,0,0,1,0,0,0,0,0,Upper East Side,Manhattan
1120,8416,3550,0,1,500,1,4,30,1,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1121,193,6400,2,3,1226,3,15,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1122,9968,2370,1,1,600,5,2,106,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1123,8161,2550,0,1,409,5,2,66,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1124,1078,5500,1,1,765,2,25,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1125,4650,4695,1,1,754,3,5,11,0,1,0,1,1,0,0,1,Tribeca,Manhattan
1126,10290,5200,1,1,800,2,6,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1127,10676,2900,0,1,530,2,11,52,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1128,8087,3100,1,1,550,2,3,106,0,1,0,1,1,1,0,1,Upper West Side,Manhattan
1129,8231,3130,1,1,594,4,15,18,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1130,3882,8750,2,2,1472,7,6,12,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
1131,3640,5500,1,1,1000,3,3,116,1,0,0,0,0,0,0,0,East Village,Manhattan
1132,6551,3200,2,1,900,3,5,116,1,1,1,1,1,0,0,1,Central Harlem,Manhattan
1133,1469,4050,1,1,826,3,21,29,0,1,0,0,1,0,0,0,Financial District,Manhattan
1134,925,10500,3,2,1865,1,4,96,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1135,2546,6900,2,2,1049,4,2,4,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1136,10074,2325,0.5,1,500,6,2,96,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1137,2568,3900,1,1,850,5,21,30,0,0,0,0,1,0,0,0,Midtown East,Manhattan
1138,8471,5200,2,2,1141,1,14,30,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1139,5527,2300,0,1,475,9,4,54,0,0,0,1,1,0,0,1,Midtown East,Manhattan
1140,8364,4363,1,1,620,1,2,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1141,11034,6500,2,2,1100,3,14,29,1,0,1,0,0,1,0,0,Upper East Side,Manhattan
1142,493,4362,1,1,982,3,20,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
1143,1998,2895,1,1,650,9,19,36,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1144,4090,4000,1,1,700,1,23,31,0,1,0,1,1,1,1,0,Flatiron,Manhattan
1145,3639,5500,1,1,1180,9,20,15,0,0,0,0,0,0,1,0,Midtown East,Manhattan
1146,9996,4350,1,1,723,2,3,92,0,0,0,1,1,0,0,0,Upper West Side,Manhattan
1147,7052,3960,0,1,640,3,9,52,1,0,0,0,0,1,0,0,Tribeca,Manhattan
1148,3206,12000,2,2,1865,2,6,122,0,0,0,0,1,0,0,0,Tribeca,Manhattan
1149,1708,5995,2,2,1206,2,19,120,1,0,0,1,1,1,0,1,Financial District,Manhattan
1150,6121,3557,1,1,621,12,5,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1151,9809,1832,2,1,800,5,4,96,0,0,0,0,0,0,0,0,East Harlem,Manhattan
1152,1470,5300,1,1,776,7,42,6,0,0,0,0,0,0,0,0,Midtown South,Manhattan
